Año,Mes,División,Grupo,Clase,Subclase,Producto,Glosa,Ponderación,Índice,Variación Mensual  ( % ),Variación Acumulada   ( % ),Variación 12 Meses   ( % ),Incidencia Mensual   ( % ),Incidencia Acumulada    ( % ),Incidencia 12 Meses    ( % )
2020,5,12,5,1,1,1,SERVICIO DE EMISIÓN DE CERTIFICADO,0.04128,100,0,0,0,0,0,0
2020,5,5,6,1,1,1,AROMATIZADOR Y DESINFECTANTE AMBIENTAL,0.08667,94.28,-4.9,-2.6,-2.6,-0.004,-0.002,-0.002
2020,5,1,1,2,1,1,CARNE DE VACUNO,1.83118,112.4,2,6.8,12,0.039,0.126,0.216
2020,5,2,1,2,1,1,VINO,0.86682,105,0.2,2.8,2.8,0.001,0.024,0.024
2020,5,3,1,2,1,1,ROPA DE ABRIGO PARA HOMBRE,0.17216,84.7,-2.4,-5.4,-12.7,-0.003,-0.008,-0.021
2020,5,5,1,2,1,1,SERVICIO DE REPARACIÓN DE MUEBLES,0.02258,105.62,0.2,-0.5,2,0,0,0
2020,5,6,1,2,1,1,PRODUCTOS PARA LA CURACIÓN DE HERIDAS,0.0678,102.63,-2.7,-2.9,-1.9,-0.002,-0.002,-0.001
2020,5,7,1,2,1,1,MOTOCICLETA,0.05903,115.45,1.5,5.8,10.5,0.001,0.004,0.006
2020,5,9,1,2,1,1,CÁMARA FOTOGRÁFICA,0.06172,94.95,0.4,7,-0.8,0,0.004,0
2020,5,12,1,2,1,1,AFEITADORA Y DEPILADORA ELÉCTRICA,0.03,108.32,0,17.1,13,0,0.005,0.004
2020,5,1,2,2,1,1,AGUA EMBOTELLADA,0.21102,103.28,-3.9,0.1,1.6,-0.008,0,0.003
2020,5,4,2,2,1,1,SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,0.8895,109.5,0.6,1.9,4.7,0.006,0.018,0.043
2020,5,6,2,2,1,1,CONSULTA Y TRATAMIENTO ODONTOLÓGICO,1.26413,104.75,0.3,0.8,1.2,0.004,0.01,0.016
2020,5,7,2,2,1,1,GASOLINA,2.73049,99.95,-3,-5.4,-2.1,-0.082,-0.15,-0.056
2020,5,9,2,2,1,1,IMPLEMENTOS DEPORTIVOS,0.18023,91.47,-3,-5.1,-7.4,-0.005,-0.009,-0.013
2020,5,12,2,2,1,1,ARTÍCULOS PARA TRANSPORTE DE EFECTOS PERSONALES,0.29735,94.6,2.2,3.6,-1.9,0.006,0.009,-0.005
2020,5,4,3,2,1,1,SERVICIO DE RETIRO DE BASURA,0.09053,103.52,0,-2.3,-0.8,0,-0.002,-0.001
2020,5,5,3,2,1,1,ELECTRODOMÉSTICOS PEQUEÑOS DE COCINA,0.18237,102.63,1.7,5.4,7,0.003,0.009,0.012
2020,5,7,3,2,1,1,SERVICIO DE TRANSPORTE AÉREO,0.75389,88.99,0,-4.8,0,0,-0.033,0
2020,5,9,3,2,1,1,ENTRADA AL CINE,0.23441,107.48,0,0.3,2.2,0,0.001,0.005
2020,5,4,4,2,1,1,GAS POR RED,0.46326,107.63,-3.4,0,1.9,-0.017,0,0.009
2020,5,9,4,2,1,1,DIARIO,0.0714,126.42,0,7,19.4,0,0.006,0.014
2020,5,5,6,2,1,1,SERVICIO DOMÉSTICO,2.6473,105.76,0,1.3,3.4,0.001,0.035,0.089
2020,5,1,1,3,1,1,PESCADOS,0.26577,104.2,7,9.5,6.7,0.017,0.023,0.017
2020,5,2,1,3,1,1,CERVEZA,1.39219,101.73,-1.7,-0.3,-1.4,-0.024,-0.005,-0.02
2020,5,3,1,3,1,1,ARTÍCULOS PARA REPARACIÓN DE VESTUARIO,0.03652,109.56,-0.4,1.5,3.3,0,0.001,0.001
2020,5,6,1,3,1,1,LENTES DE CORRECCIÓN,0.34303,104.79,2,2.2,2.9,0.007,0.008,0.01
2020,5,7,1,3,1,1,BICICLETA,0.06915,91.74,0.9,4.5,-3.9,0.001,0.003,-0.003
2020,5,9,1,3,1,1,COMPUTADOR,0.41602,99.67,2.8,8.4,4,0.011,0.031,0.016
2020,5,6,2,3,1,1,EXAMEN DE  IMAGENOLOGÍA Y RADIOLOGÍA,0.33872,104.47,0.1,3.1,3.5,0,0.01,0.012
2020,5,7,2,3,1,1,SERVICIO DE MANTENCIÓN Y REPARACIÓN DEL AUTOMÓVIL,0.8548,103.64,-0.2,1.1,1.9,-0.002,0.009,0.016
2020,5,9,2,3,1,1,FLORES,0.08826,97.86,1.1,0,-4,0.001,0,-0.004
2020,5,4,3,3,1,1,SERVICIO DE ALARMA PARA LA VIVIENDA,0.08189,112.19,0.2,3.3,4,0,0.003,0.003
2020,5,5,3,3,1,1,SERVICIO DE REPARACIÓN DE LÍNEA BLANCA Y ELECTRODOMÉSTICOS,0.03963,104.67,0.2,0.1,2.1,0,0,0.001
2020,5,7,3,3,1,1,SERVICIO DE TRANSPORTE MULTIMODAL,1.26432,105.21,0,0,-0.4,0,0,-0.005
2020,5,9,3,3,1,1,JUEGOS DE AZAR,0.02478,100,0,0,0,0,0,0
2020,5,4,4,3,1,1,CARBÓN,0.04009,100.85,0.1,-0.3,-0.1,0,0,0
2020,5,9,4,3,1,1,CUADERNO,0.21817,106.3,0.4,3.9,6.1,0.001,0.008,0.013
2020,5,1,1,4,1,1,LECHE EN POLVO,0.18644,112.38,2.2,4.2,9.4,0.004,0.008,0.018
2020,5,3,1,4,1,1,SERVICIO DE LIMPIEZA Y REPARACIÓN DE VESTUARIO,0.06004,104.16,-0.4,0.1,0.6,0,0,0
2020,5,9,1,4,1,1,UNIDAD DE ALMACENAMIENTO DIGITAL,0.04773,76.72,-1.2,-1.1,-8.3,0,0,-0.003
2020,5,7,2,4,1,1,SERVICIO DE ESTACIONAMIENTO,0.2761,102.04,0.2,0.4,1.1,0.001,0.001,0.003
2020,5,9,2,4,1,1,ALIMENTOS PARA MASCOTAS,0.68823,104.47,1.5,1.5,3.3,0.01,0.011,0.023
2020,5,1,1,5,1,1,MANTEQUILLA,0.16426,114.52,3.5,4.2,7.5,0.006,0.007,0.013
2020,5,9,2,5,1,1,SERVICIOS VETERINARIOS,0.24731,107.9,-0.1,1.3,3.3,0,0.003,0.008
2020,5,1,1,6,1,1,MANZANA,0.11296,123.74,-1.7,-14.7,24.8,-0.002,-0.023,0.027
2020,5,1,1,7,1,1,ACELGA Y ESPINACA,0.04289,120.01,3.1,13.9,19.3,0.001,0.006,0.008
2020,5,1,1,8,1,1,AZÚCAR,0.13136,104.51,0,4.6,5,0,0.006,0.006
2020,5,1,1,9,1,1,SAL,0.02511,108.83,0.4,2.3,5.6,0,0.001,0.001
2020,5,1,1,1,2,1,HARINA,0.09428,114.92,1.3,10,13.5,0.001,0.01,0.013
2020,5,5,1,1,2,1,ALFOMBRA Y OTROS REVESTIMIENTOS PARA PISOS,0.05674,106.13,2.5,4.7,10.7,0.001,0.003,0.006
2020,5,7,1,1,2,1,AUTOMÓVIL USADO,0.27347,88.09,0.2,-0.7,-5.1,0,-0.002,-0.013
2020,5,9,1,1,2,1,EQUIPO DE SONIDO,0.04775,103.02,2.3,7.5,12,0.001,0.003,0.005
2020,5,11,1,1,2,1,PLATOS PREPARADOS PARA LLEVAR,1.60063,104.79,0,1.5,3.3,-0.001,0.024,0.053
2020,5,1,2,1,2,1,TÉ,0.17671,108.99,-1,4.2,5.6,-0.002,0.007,0.01
2020,5,3,2,1,2,1,ZAPATILLAS PARA MUJER,0.14788,129.58,-0.2,23.2,31.6,0,0.035,0.045
2020,5,7,3,1,2,1,SERVICIO DE TRANSPORTE EN BUS INTERURBANO,0.49365,112.32,-0.7,1,12.8,-0.004,0.006,0.062
2020,5,9,3,1,2,1,CLASES DEPORTIVAS,0.20658,107.72,0,1,2.2,0,0.002,0.005
2020,5,9,4,1,2,1,LIBRO,0.22681,93.36,-2.1,-9,-8.4,-0.004,-0.02,-0.019
2020,5,5,5,1,2,1,ACCESORIOS DE ILUMINACIÓN,0.05921,103,1.5,2.9,5.4,0.001,0.002,0.003
2020,5,5,6,1,2,1,ARTÍCULOS DE LIMPIEZA,0.10211,110.28,0.7,1.9,5.7,0.001,0.002,0.006
2020,5,1,1,2,2,1,CARNE DE CERDO,0.45693,116.09,0.3,3.3,13.5,0.001,0.017,0.062
2020,5,3,1,2,2,1,ROPA DE ABRIGO PARA MUJER,0.20708,92.4,-3,-7.7,-9.1,-0.006,-0.015,-0.019
2020,5,12,1,2,2,1,PRODUCTOS DE HIGIENE BUCAL,0.17978,105.47,6.5,-1.2,1.2,0.011,-0.002,0.002
2020,5,1,2,2,2,1,BEBIDA GASEOSA,1.08369,109.53,-2,1.3,4.4,-0.023,0.014,0.049
2020,5,7,2,2,2,1,LUBRICANTES Y ACEITES PARA EL AUTOMÓVIL,0.03754,99.6,1.2,2.8,1.7,0,0.001,0.001
2020,5,9,3,2,2,1,SERVICIO DE REVELADO FOTOGRÁFICO,0.02779,114.63,0.1,3.6,9.7,0,0.001,0.003
2020,5,4,4,2,2,1,GAS LICUADO,1.1474,100.24,0.4,-1,2.1,0.005,-0.011,0.023
2020,5,1,1,3,2,1,MARISCOS,0.08082,107.26,1.2,5.2,3.9,0.001,0.004,0.003
2020,5,6,2,3,2,1,SERVICIO DE OTROS PROFESIONALES DE LA SALUD,0.34187,105.01,0.1,2.1,3,0,0.007,0.01
2020,5,4,3,3,2,1,GASTO COMÚN,1.36955,101.76,0.2,-1.1,-0.1,0.002,-0.015,-0.002
2020,5,9,4,3,2,1,ARTÍCULOS DE ESCRITORIO,0.03565,116.4,1.9,5,11.5,0.001,0.002,0.004
2020,5,1,1,4,2,1,YOGHURT,0.37669,108.58,0.1,1.9,4.8,0,0.007,0.019
2020,5,7,2,4,2,1,SERVICIO DE PEAJE,0.72502,108.7,0,2.6,2.6,0,0.02,0.02
2020,5,1,1,5,2,1,ACEITE VEGETAL,0.29183,105.71,2,5.6,8.3,0.006,0.016,0.023
2020,5,1,1,6,2,1,FRUTOS SECOS,0.13142,102.95,-0.3,1.2,4.2,0,0.001,0.005
2020,5,1,1,7,2,1,LEGUMBRES,0.14401,100.71,0.9,10.1,6.2,0.001,0.013,0.008
2020,5,1,1,8,2,1,MERMELADA,0.07621,109.62,0.7,4.1,8,0.001,0.003,0.006
2020,5,1,1,9,2,1,SALSAS,0.10893,104.04,-3.4,-2,-0.6,-0.004,-0.002,-0.001
2020,5,1,1,1,3,1,PAN,2.08381,109.97,0.4,4.4,5.7,0.009,0.093,0.121
2020,5,1,2,1,3,1,SABORIZANTE PARA LECHE,0.05023,104.2,-2.3,0.7,2.7,-0.001,0,0.001
2020,5,3,2,1,3,1,ZAPATILLA INFANTIL,0.1438,99.68,1,-1.2,1.3,0.001,-0.002,0.002
2020,5,1,1,2,3,1,CARNE DE PAVO,0.07385,126.94,-3,0.2,18.5,-0.003,0,0.014
2020,5,3,1,2,3,1,ROPA DE ABRIGO INFANTIL,0.05708,85.63,-8.7,-8.6,-12.1,-0.004,-0.004,-0.007
2020,5,12,1,2,3,1,CREMAS PARA LA PIEL,0.17784,109.32,0.1,-2.6,-4.6,0,-0.005,-0.009
2020,5,1,2,2,3,1,JUGO LÍQUIDO,0.32951,105.33,2.4,2.4,3.9,0.008,0.008,0.013
2020,5,9,3,2,3,1,SERVICIO DE TELEVISIÓN PAGADA RESIDENCIAL,0.33837,100.35,0,0,-0.3,0,0,-0.001
2020,5,1,1,3,3,1,PESCADOS EN CONSERVA,0.20353,105.39,1.3,5.6,5.1,0.003,0.011,0.01
2020,5,1,1,4,3,1,QUESO,0.84248,108.77,1.5,2.9,4.7,0.013,0.025,0.04
2020,5,1,1,7,3,1,PAPA,0.3362,93.04,-3.2,-0.5,4.6,-0.01,-0.001,0.013
2020,5,1,1,8,3,1,CARAMELOS Y GOMA DE MASCAR,0.09733,110.6,-2,1,4.3,-0.002,0.001,0.004
2020,5,1,1,9,3,1,SOPAS Y CREMAS,0.087,109.33,1.9,2,6.6,0.002,0.002,0.006
2020,5,1,1,1,4,1,PASTAS,0.26583,101.98,-1.4,-0.1,0.8,-0.004,0,0.002
2020,5,1,1,2,4,1,CECINAS,0.98478,110.08,0.4,3.7,8,0.004,0.038,0.078
2020,5,3,1,2,4,1,UNIFORME Y ROPA DEPORTIVA ESCOLAR,0.39907,104.76,0,2.6,2.6,0,0.01,0.01
2020,5,1,1,4,4,1,HUEVOS,0.40773,105.87,5.4,10.5,8.3,0.021,0.04,0.033
2020,5,1,1,8,4,1,HELADO,0.25363,107.8,-1.4,2.3,3.9,-0.004,0.006,0.01
2020,5,2,1,1,1,2,RON,0.07718,103.65,-0.9,1.5,2.7,-0.001,0.001,0.002
2020,5,5,1,1,1,2,COLCHÓN,0.04889,99.95,0.5,2.7,-5.8,0,0.001,-0.003
2020,5,6,1,1,1,2,MEDICAMENTOS PARA EL APARATO CARDIOVASCULAR,0.20425,99.55,0,-6.9,-6.8,0,-0.015,-0.015
2020,5,10,1,1,1,2,SERVICIO DE EDUCACIÓN DE TRANSICIÓN,0.21585,108.56,0,4,4,0,0.009,0.009
2020,5,11,1,1,1,2,SANDWICH Y COMPLETO CONSUMIDO FUERA DEL HOGAR,0.57601,106.36,0.1,1.2,3,0.001,0.007,0.017
2020,5,12,1,1,1,2,SERVICIOS  EN CENTROS DE ESTÉTICA,0.11232,102.86,-0.1,-0.3,-2.1,0,0,-0.002
2020,5,3,2,1,1,2,ZAPATOS PARA HOMBRE,0.15246,98.01,-1.9,-1,-3.7,-0.003,-0.001,-0.006
2020,5,4,2,1,1,2,PINTURA Y BARNIZ,0.15008,104.6,2.9,-0.1,2.3,0.004,0,0.003
2020,5,5,2,1,1,2,TEXTILES PARA BAÑO Y COCINA,0.06102,100.83,3,0.8,-0.1,0.002,0,0
2020,5,6,2,1,1,2,PROCEDIMIENTO E INTERVENCIÓN QUIRÚRGICA  AMBULATORIA,0.55348,106.51,0.1,3.1,4.8,0.001,0.017,0.027
2020,5,7,2,1,1,2,NEUMÁTICOS Y LLANTAS,0.12297,103.63,6.8,10.6,13.1,0.008,0.012,0.014
2020,5,8,2,1,1,2,SERVICIO DE BANDA ANCHA MÓVIL,0.01605,99.82,0,0,0,0,0,0
2020,5,9,2,1,1,2,CONSOLA DE VIDEOJUEGO,0.05363,87.75,-1.7,4.1,-5,-0.001,0.002,-0.002
2020,5,12,2,1,1,2,RELOJ  DE PULSERA,0.06962,100.46,0.8,-0.4,1,0.001,0,0.001
2020,5,5,3,1,1,2,COCINA,0.07588,121.75,0.1,14.4,21.9,0,0.011,0.016
2020,5,7,3,1,1,2,SERVICIO DE TRANSPORTE EN TAXI,0.33569,105.47,-1,-0.9,-0.3,-0.003,-0.003,-0.001
2020,5,9,3,1,1,2,ENTRADA A ESPECTÁCULOS DEPORTIVOS,0.02565,102.25,0,4.4,1.5,0,0.001,0
2020,5,5,4,1,1,2,UTENSILIOS DE COCINA,0.1495,102.79,0.4,-0.6,-1.5,0.001,-0.001,-0.002
2020,5,10,4,1,1,2,SERVICIO DE ENSEÑANZA EN INSTITUTO PROFESIONAL,0.61738,110.49,0,3.9,3.9,0,0.025,0.025
2020,5,5,5,1,1,2,HERRAMIENTAS MANUALES Y ACCESORIOS,0.06334,102.63,1.1,-1,1.4,0.001,-0.001,0.001
2020,5,12,5,1,1,2,SERVICIO DE FOTOCOPIADO,0.04202,107.82,0.1,3.8,6.1,0,0.002,0.003
2020,5,5,6,1,1,2,DETERGENTE Y SUAVIZANTE PARA ROPA,0.46756,99.92,0.1,2,0.5,0,0.009,0.002
2020,5,2,1,2,1,2,VINO ESPUMOSO,0.10253,108.53,-3.1,6.3,9.6,-0.003,0.006,0.01
2020,5,3,1,2,1,2,PANTALON LARGO Y CORTO PARA HOMBRE,0.23837,86.13,-1,-13,-12.7,-0.002,-0.03,-0.029
2020,5,6,1,2,1,2,PRESERVATIVOS,0.00823,106.35,7.3,4.3,4.3,0.001,0,0
2020,5,12,1,2,1,2,MÁQUINA DE AFEITAR DESECHABLE,0.0544,104.44,0,-2.4,2.6,0,-0.001,0.001
2020,5,7,2,2,1,2,PETRÓLEO DIÉSEL,0.38425,97.53,-4.1,-9.8,-6.5,-0.015,-0.039,-0.026
2020,5,9,2,2,1,2,ARTÍCULOS DE CAMPING,0.04496,95.56,0,-5,-2.1,0,-0.002,-0.001
2020,5,12,2,2,1,2,ARTÍCULOS PARA TRANSPORTE DE BEBÉ,0.03873,102.58,5.9,10.6,1.3,0.002,0.004,0
2020,5,5,3,2,1,2,PLANCHA,0.03349,106.44,-0.5,10.8,11.8,0,0.003,0.004
2020,5,9,3,2,1,2,ENTRADA A ESPECTÁCULOS CULTURALES,0.25826,109.26,0,-5.5,-1,0,-0.016,-0.003
2020,5,3,1,3,1,2,ACCESORIOS DE VESTIR,0.08105,103.46,1.2,1.7,3,0.001,0.001,0.002
2020,5,6,1,3,1,2,ARTÍCULOS PARA MEDIR PARÁMETROS DE SALUD,0.05639,104.15,0,6.4,0.7,0,0.003,0
2020,5,9,1,3,1,2,IMPRESORA,0.05232,117.9,5.6,28.4,27.1,0.003,0.013,0.013
2020,5,6,2,3,1,2,EXAMEN DE LABORATORIO CLÍNICO,0.26094,105.93,0.1,2.4,3,0,0.006,0.008
2020,5,7,2,3,1,2,SERVICIO DE LAVADO DEL AUTOMÓVIL,0.03766,109.09,-1,2.1,4.6,0,0.001,0.002
2020,5,9,2,3,1,2,PLANTAS,0.03139,105.25,0.2,1.2,3.5,0,0,0.001
2020,5,4,4,3,1,2,PARAFINA,0.11292,84.82,-7.1,-22.9,-17.8,-0.007,-0.027,-0.02
2020,5,9,4,3,1,2,MATERIALES PARA ARTES MANUALES,0.09202,112.31,5.3,4.9,10.3,0.005,0.005,0.009
2020,5,1,1,4,1,2,LECHE LÍQUIDA,0.45256,105.69,1.2,2.9,2.2,0.005,0.013,0.01
2020,5,9,2,4,1,2,ACCESORIOS PARA MASCOTAS,0.06456,97.67,0.3,-2.1,-2.8,0,-0.001,-0.002
2020,5,1,1,5,1,2,MARGARINA,0.07462,103.46,-2.3,0.3,-0.1,-0.002,0,0
2020,5,1,1,6,1,2,NARANJA,0.1119,130.53,-6.9,35.2,36.9,-0.01,0.037,0.039
2020,5,1,1,7,1,2,CEBOLLA Y CEBOLLÍN,0.13303,106.51,3.4,9.2,5.1,0.004,0.011,0.007
2020,5,1,1,8,1,2,ENDULZANTE,0.04307,99.26,-5,-1.6,-2.4,-0.002,-0.001,-0.001
2020,5,1,1,9,1,2,"HIERBAS, ESPECIAS Y CONDIMENTOS",0.09706,114.76,1.4,9.3,11.5,0.001,0.009,0.011
2020,5,1,1,1,2,2,CEREAL,0.22167,102.18,-3.8,-2.1,-0.5,-0.009,-0.005,-0.001
2020,5,5,1,1,2,2,ARTÍCULOS ORNAMENTALES,0.11403,96.94,1.4,-0.2,-3.8,0.001,0,-0.004
2020,5,9,1,1,2,2,REPRODUCTOR PORTÁTIL DE AUDIO Y VIDEO,0.03111,103.6,1.2,1.4,4.3,0,0,0.001
2020,5,3,2,1,2,2,ZAPATOS PARA MUJER,0.14463,93.34,5.6,3.9,-2.7,0.007,0.005,-0.004
2020,5,9,3,1,2,2,CLASES RECREATIVAS,0.1051,107.82,0,0.2,6.7,0,0,0.007
2020,5,5,5,1,2,2,ARTÍCULOS DE CERRAJERÍA,0.05605,117.01,-0.5,1.7,10.2,0,0.001,0.006
2020,5,5,6,1,2,2,SERVILLETAS  Y TOALLA DE PAPEL,0.19432,102.96,1.7,3.1,0.6,0.003,0.006,0.001
2020,5,3,1,2,2,2,"PANTALÓN, FALDA Y VESTIDO PARA MUJER",0.28385,81.53,-4.5,-12.3,-13.7,-0.01,-0.031,-0.036
2020,5,12,1,2,2,2,PAPEL HIGIÉNICO,0.37335,102.67,-1.2,1.6,2.2,-0.004,0.006,0.008
2020,5,1,2,2,2,2,BEBIDA ISOTÓNICA Y ENERGIZANTE,0.06007,102.48,-2.3,0,0.3,-0.001,0,0
2020,5,1,1,4,2,2,POSTRES LÁCTEOS,0.07293,103.14,0.9,-0.7,1.6,0.001,0,0.001
2020,5,7,2,4,2,2,LICENCIA DE CONDUCIR,0.02589,105.93,0.6,1.2,3.1,0,0,0.001
2020,5,1,1,6,2,2,FRUTAS EN CONSERVA,0.0484,109.86,0.1,6.9,8.6,0,0.003,0.004
2020,5,1,1,8,2,2,MANJAR Y DULCES UNTABLES,0.07214,112.09,5.5,4.9,9.1,0.004,0.004,0.007
2020,5,1,1,9,2,2,ADEREZOS,0.19046,114.88,-0.2,6.7,9,0,0.013,0.018
2020,5,1,1,1,3,2,GALLETA,0.42102,103.33,-3.3,-0.4,1.3,-0.014,-0.002,0.005
2020,5,3,2,1,3,2,ZAPATO INFANTIL,0.04193,92.13,-1,-7.3,-10.3,0,-0.003,-0.004
2020,5,1,1,2,3,2,CARNE DE POLLO,0.91573,96.7,-5.2,-4.7,-1.4,-0.046,-0.042,-0.012
2020,5,3,1,2,3,2,"PANTALÓN, FALDA Y VESTIDO INFANTIL",0.07989,93.39,0.3,-6.7,-5.9,0,-0.005,-0.005
2020,5,12,1,2,3,2,PRODUCTOS DE MAQUILLAJE,0.15331,102.15,-7.3,-5.5,1.9,-0.012,-0.009,0.003
2020,5,1,2,2,3,2,JUGO EN POLVO,0.09755,107.51,-3.9,-2.3,-2.2,-0.004,-0.002,-0.002
2020,5,9,3,2,3,2,SERVICIO DE SUSCRIPCIÓN EN LINEA,0.0287,109.77,-0.4,1,8.4,0,0,0.002
2020,5,1,1,3,3,2,MARISCOS EN CONSERVA,0.0223,108.39,1.4,7.2,6.4,0,0.002,0.001
2020,5,1,1,7,3,2,PAPAS CONGELADAS Y DESHIDRATADAS,0.05833,113.29,5.4,4.5,0.2,0.003,0.003,0
2020,5,1,1,8,3,2,CHOCOLATE,0.25488,103.05,-2.2,-1.4,1.9,-0.006,-0.004,0.005
2020,5,1,1,9,3,2,ALIMENTOS PARA BEBÉ,0.1037,106.39,1.2,2.4,6,0.001,0.002,0.006
2020,5,1,1,2,4,2,HAMBURGUESA,0.12905,105.1,-4.9,0,6.3,-0.007,0,0.008
2020,5,2,1,1,1,3,WHISKY,0.14032,99.37,0.2,2.3,1.3,0,0.003,0.002
2020,5,5,1,1,1,3,MUEBLES DE COMEDOR,0.12316,89.77,-1.2,-4.1,-6,-0.001,-0.005,-0.007
2020,5,6,1,1,1,3,HORMONAS Y MEDICAMENTOS PARA EL SISTEMA GENITO-URINARIO,0.30228,108.12,0.4,1.4,10.7,0.001,0.004,0.031
2020,5,10,1,1,1,3,SERVICIO DE EDUCACIÓN DE 1° CICLO DE LA ENSEÑANZA BÁSICA,0.64393,106.5,0,2.3,2.3,0,0.015,0.015
2020,5,11,1,1,1,3,BEBIDA ALCOHÓLICA CONSUMIDA FUERA DEL HOGAR,0.16398,102.75,0,0,1.2,0,0,0.002
2020,5,4,2,1,1,3,GRIFERIA Y ACCESORIOS,0.15152,109.81,0.7,3.1,2,0.001,0.005,0.003
2020,5,5,2,1,1,3,TEXTILES PARA LIVING Y COMEDOR,0.04704,94.61,0.9,-1.5,-2.2,0,-0.001,-0.001
2020,5,7,2,1,1,3,REPUESTOS Y ACCESORIOS PARA EL FUNCIONAMIENTO MECÁNICO DEL AUTOMÓVIL,0.20054,111.41,1.3,5.7,12.6,0.003,0.012,0.024
2020,5,8,2,1,1,3,SERVICIO DE PACK DE TELECOMUNICACIONES,2.09814,92.46,-0.1,-0.1,-4,-0.001,-0.002,-0.078
2020,5,5,3,1,1,3,ARTÍCULOS PARA CALEFACCIÓN DEL HOGAR,0.07897,117.08,-2.2,27.9,9.9,-0.002,0.019,0.008
2020,5,7,3,1,1,3,SERVICIO DE TRANSPORTE ESCOLAR,0.20798,109.84,0,2.9,3.3,0,0.006,0.007
2020,5,9,3,1,1,3,ENTRADA A CENTROS DE DIVERSIÓN NOCTURNOS,0.05024,95.26,0,-8.2,-7.8,0,-0.004,-0.004
2020,5,10,4,1,1,3,SERVICIO DE ENSEÑANZA UNIVERSITARIA,2.49843,108.73,0,3.3,3.3,0,0.085,0.086
2020,5,12,5,1,1,3,MEMBRESÍA EN ASOCIACIÓN PROFESIONAL,0.09664,105.31,0.5,0.6,0.7,0,0.001,0.001
2020,5,5,6,1,1,3,LAVALOZA,0.07569,101.58,2.5,4.3,1.4,0.002,0.003,0.001
2020,5,3,1,2,1,3,CAMISA Y POLERA PARA HOMBRE,0.19681,82.61,-1.6,-11.7,-11.4,-0.002,-0.021,-0.02
2020,5,12,1,2,1,3,ARTÍCULOS DIVERSOS PARA EL CUIDADO PERSONAL,0.03717,100.5,0,-5.4,-3.6,0,-0.002,-0.001
2020,5,9,2,2,1,3,INSTRUMENTOS MUSICALES,0.07416,108.65,1.4,3.1,4.4,0.001,0.002,0.003
2020,5,12,2,2,1,3,LENTES DE SOL,0.04135,90.21,0,-5.6,-5.8,0,-0.002,-0.002
2020,5,4,4,3,1,3,LEÑA,0.35214,101.71,1.3,1.9,0.5,0.004,0.006,0.002
2020,5,1,1,4,1,3,LECHE CONSERVADA,0.08348,100.84,0.3,-0.7,2.4,0,-0.001,0.002
2020,5,1,1,6,1,3,PERA,0.03486,115.49,-0.1,-10.6,21.9,0,-0.005,0.007
2020,5,1,1,7,1,3,LECHUGA,0.17469,113.03,-1.3,11.4,9.9,-0.002,0.019,0.017
2020,5,3,2,1,2,3,CALZADO DE ESTACIÓN PARA MUJER,0.18584,92.66,-0.3,-8,-9,0,-0.014,-0.017
2020,5,5,5,1,2,3,ACCESORIOS ELÉCTRICOS,0.05831,104.38,2.4,6.6,6,0.001,0.004,0.003
2020,5,3,1,2,2,3,BLUSA Y POLERA PARA MUJER,0.16895,98.48,-2.1,-11.4,-7.2,-0.003,-0.021,-0.013
2020,5,12,1,2,2,3,JABÓN,0.11949,110.71,2.4,4.3,5.4,0.003,0.005,0.007
2020,5,7,2,4,2,3,REVISIÓN TÉCNICA DEL AUTOMÓVIL,0.07264,103.62,0,0.8,0.9,0,0.001,0.001
2020,5,1,1,1,3,3,PRODUCTOS DE REPOSTERÍA,0.56276,109.47,-0.3,0.9,4.3,-0.002,0.005,0.025
2020,5,3,2,1,3,3,CALZADO ESCOLAR,0.14934,100.99,0,2.5,2.5,0,0.004,0.004
2020,5,3,1,2,3,3,"CAMISA, BLUSA Y POLERA INFANTIL",0.05971,76.45,-4.2,-12.8,-14.6,-0.002,-0.006,-0.008
2020,5,12,1,2,3,3,TINTURAS Y FIJADORES,0.12015,100.52,-1.8,1.1,2.3,-0.002,0.001,0.003
2020,5,1,1,7,3,3,PAPAS FRITAS,0.12454,104.08,4.5,-0.8,1.9,0.005,-0.001,0.002
2020,5,1,1,9,3,3,POSTRES NO LÁCTEOS,0.08544,102.34,-2.9,-0.8,0.4,-0.002,-0.001,0
2020,5,2,1,1,1,4,VODKA,0.05614,102.45,-5.1,-0.9,0.6,-0.003,0,0
2020,5,5,1,1,1,4,MUEBLES PARA COCINA,0.08476,103.53,5.6,1.9,2,0.004,0.002,0.002
2020,5,6,1,1,1,4,"MEDICAMENTOS ANTIINFLAMATORIOS NO CORTICOIDES, ANTIMIGRAÑOSOS Y  SISTEMA OSTEO-MUSCULAR",0.13352,99.44,0,-0.4,1.2,0,-0.001,0.002
2020,5,10,1,1,1,4,SERVICIO DE EDUCACIÓN DE 2° CICLO DE LA ENSEÑANZA BÁSICA,0.5697,106.76,0,2.7,2.7,0,0.015,0.016
2020,5,11,1,1,1,4,BEBIDA NO ALCOHÓLICA CONSUMIDA FUERA DEL HOGAR,0.33339,106.8,0,1,2.8,0,0.004,0.01
2020,5,4,2,1,1,4,SELLANTES Y PEGAMENTOS,0.05354,106.47,2,-2.3,0.4,0.001,-0.001,0
