month,year,fuente,sentimiento,response,empresa,texto
7,2020,noticia,positivo,1,.,"Jeff Bezos agregó US$13.000 millones a su patrimonio neto el lunes, el mayor salto en un solo día para un individuo desde que el Índice de multimillonarios de Bloomberg fue creado en 2012. Las acciones de Amazon.com subieron 7,9%, el mayor incremento desde diciembre de 2018, debido al creciente optimismo sobre las tendencias de compras web, y ahora han subido 73% este año.
Bezos, el fundador de Amazon de 56 años y la persona más rica del mundo, ha visto aumentar su fortuna de US$74.000 millones en 2020 a US$189.300 millones, a pesar de que EE.UU. ingresó en su peor recesión económica desde la Gran Depresión. Ahora, la firma vale más que la valoración de mercado de gigantes como Exxon Mobil Corp., Nike Inc. y McDonald's Corp. Mientras que Mackenzie Bezos, su ex esposa, ganó US$4.600 millones el lunes y ahora es la decimotercera persona más rica del mundo. Otros titanes tecnológicos también están disfrutando de un aumento impulsado en parte por las personas obligadas a quedarse en casa y ayudados por el impulso dado a los mercados por los esfuerzos de estímulo sin precedentes de los gobiernos y los bancos centrales. El director ejecutivo de Facebook, Mark Zuckerberg, agregó casi US$15.000 millones a su patrimonio neto en lo que va del año, incluso mientras la compañía se enfrenta a marcas que boicotean los anuncios en la red social."
7,2020,noticia,positivo,1,.,"Sin embargo, no todo ha sido negativo, y es que si hay algo que rescatan desde la industria es el empuje que el encierro ha generado a las ventas online de bienes. De hecho, afirman que las cifras que preveían para el e-commerce en los próximos 3 a 5 años, la pandemia hizo que se registraran en tan solo cuatro meses, aunque aún lejos de compensar las profunda caída en el comercio presencial. ""Ha habido una explosión en el canal digital con el crecimiento de entre 300% y 400% mensuales de ventas"", señaló Melero. En 2019, las ventas minoristas del comercio electrónico anotaron una cifra récord de US$6.079 millones, los que representó alrededor del 7% de las ventas totales del comercio. ""Hoy las cifras del comercio electrónico se han empinado a entre el 12% y 15% del comercio total. O sea, en cuatro meses se ha dado un salto que nosotros calculábamos que iba a dar en cinco años"", recalcó. George Lever, director del Centro de Estudios de la Economía Digital de la Cámara de Comercio de Santiago (CCS), comentó a este mismo medio que ""nuestra estimación es que en los últimos meses el e-commerce de bienes se está triplicando en relación con el año pasado"", señalando que en estos cuatro meses se alcanzaron lo que eran las proyecciones para los próximos tres años. ""El canal online ha sido fundamental para mantener la línea de vida para el comercio y para el acceso a esas categorías de consumo en los hogares"", dijo."
7,2020,noticia,negativo,0,.,"Era el pasado 18 de marzo, la pandemia recién se instalaba en el país y comenzaba a causar sus primeros efectos. Por ello, tras una reunión con el presidente de la Cámara Nacional de Comercio (CNC), Manuel Melero, y la titular de la Cámara de Centros Comerciales, Katia Trusich -y en medio de la presión de varios alcaldes- Palacios informó la medida, la cual se extendería inicialmente por una semana. Ya han pasado cuatro meses desde aquello, y tras la confección de protocolos e intentos fallidos para reabrir, la pandemia sigue impidiendo al comercio considerado no esencial retomar su actividad en Santiago y la mayor parte de las regiones del país. Esto ha llevado a que el sector sea de los tres -junto con turismo y construcción- más golpeados por el covid-19, concretando más de 100 mil despidos y manteniendo a casi 160 mil trabajadores con contratos suspendidos. Las ventas también se han desplomados. Desde abril a la fecha el sector comercio ha anotado caídas promedio mensuales cercanas al 30%, incluso algunos rubros han presentado bajas de hasta un 80%, además de un número importante de locatarios que lleva meses sin poder operar, lo que, en suma, se ha traducido en uno de los periodos más oscuros en la historia del comercio nacional. ""El comercio ha quedado muy dañado, con cientos de miles de puestos de trabajo perdidos y muchos otros todavía en el seguro de desempleo"", señaló a Emol el presidente de la CNC, Manuel Melero, quien recordó que el sector no solo viene siendo golpeado desde marzo con la llegada del coronavirus, sino que desde octubre tras el estallido social: son ya 9 meses en los que no ha podido operar con normalidad."
7,2020,noticia,negativo,0,.,"Al 30 de junio, la Tesorería General de la República ha realizado más de 19 mil repactaciones, lo que ha llevado a que la recaudación judicial se haya visto fuertemente afectada, con una disminución del 59% en el primer semestre. Por el lado de la recaudación, es el pago que han hecho las grandes empresas de IVA el que se ha visto impactado. La caída más dramática se dio desde abril al caer 14% respecto de 2019, mientras que en mayo fue de 28% y junio llegó al 29%. Si se compara el lapso abril-junio del año pasado con este, la caída llega al 23%."
7,2020,noticia,negativo,0,.,"La inversión inmobiliaria mundial cayó 33% en el primer semestre luego de que la pandemia del coronavirus impactara las economías e interrumpiera acuerdos. La región Asia-Pacífico fue la más afectada, con una disminución de 45% en el volumen frente al mismo período del año pasado, debido a que fue la primera región afectada por el brote, según un informe de la corredora Savills Plc. La inversión cayó 36% en el continente americano y 19% en Europa, Oriente Medio y África. ERROR AL OBTENER NOTICIA RELACIONADA 1 ERROR AL OBTENER NOTICIA RELACIONADA 2 Se prevé que la inversión ""permanecerá muy por debajo de los niveles previos a la pandemia durante el resto de 2020 mientras los inversionistas esperan una mayor claridad del mercado"", señaló este lunes en un comunicado Simon Hope, jefe de mercados mundiales de capital de Savills. ""Sin embargo, se espera que ciertos sectores tengan un rendimiento superior a medida que los inversionistas se centran en activos seguros, es decir, logística, residencial y ciencias de la vida"", agregó en analista. La economía mundial se ha visto fuertemente golpeada por la pandemia, y el Fondo Monetario Internacional proyecta una contracción de 4,9% para este año. La economista jefa del FMI, Gita Gopinath, dijo que se estima que la pérdida acumulada para la economía mundial este año y el próximo como resultado de la recesión alcance los US$12,5 billones. No obstante, la disminución de la inversión fue menos severa que al comienzo de la última crisis financiera, en el primer semestre de 2008, cuando la inversión se redujo en 49% y siguió cayendo hasta mediados de 2009, dijo en el comunicado Sophie Chick, directora del equipo de investigación mundial de Savills. Con el cierre de la industria turística durante meses por las medidas gubernamentales de confinamiento, los hoteles vieron una disminución de la inversión de 59% en el primer semestre del año, seguida de una caída de 41% para las propiedades minoristas, según el informe de Savills. A las propiedades industriales y residenciales les fue mejor. Entre los pocos puntos positivos en el informe de Savills estuvo un aumento de 105% en la inversión inmobiliaria residencial en Asia, impulsada por el acuerdo de Blackstone Group Inc. para comprar una colección de apartamentos japoneses a Anbang Insurance Group por cerca de US$3.000 millones, según el informe. El Reino Unido y otros importantes países han indicado que tienen la intención de aumentar el gasto en proyectos de infraestructura para ayudar a sacar a sus economías de la recesión. El Primer Ministro Boris Johnson, por ejemplo, mencionó que su Gobierno planea ""construir, construir y construir"" para impulsar el crecimiento. ""Esto generalmente es un buen augurio para la industria de bienes raíces, ya que potencialmente crea más activos para invertir y reduce las tasas de desempleo"", sostuvoHope"
7,2020,noticia,neutral,2,.,"La fintech internacional con presencia en Chile, Kushki, facilitó la integración del sistema que consolida la “tokenización” del débito, tecnología que permite registrar una tarjeta de este tipo como pago recurrente a un servicio digital.

Pese a que en Chile la inclusión financiera y bancaria creció notablemente en las últimas dos décadas, el uso del e-commerce y los servicios digitales aún no ha logrado romper el umbral de la población con acceso al uso de las tarjetas de crédito. Esta reciente innovación en los métodos de pago podría doblar esa tendencia.

Según la última Encuesta Financiera de Hogares del Banco Central, un 44% de la población en Chile usa tarjetas de crédito bancarias o de casas comerciales para transar en el comercio, que se acopla al 45% de la población chilena que realiza compras y paga por servicios digitales a través de internet.

La brecha está en que el 73% de la población ya tiene acceso a las tarjetas de débito, que se suelen usar como forma de pago presencial en comercios y transferencias. Por su parte, las ventas por e-commerce se han triplicado desde marzo impulsadas por la pandemia, según cifras de la Cámara de Comercio de Santiago (CCS).

El proceso online está dominado por el plástico de crédito en las populares apps de delivery, transporte o streaming. Oscar Quevedo, Country Manager de Kushki, destaca que “Chile era el único país de la región donde todavía no se podía tokenizar el débito. Esto permitirá registrar estas tarjetas a cobros recurrentes, lo que supone comenzar a olvidar lentamente el PAC -pago automático de cuentas- y el PAT -pago automático con tarjetas-, y toda su carga operativa”, explica.

“El poder registrar tarjetas de débito a servicios como Didi, Rappi, Amazon, y otros, abrirá la puerta para la inclusión a un parque de personas que antes no tenían acceso a esos servicios por no contar con tarjetas de crédito”, recalca.

Pero, ¿cómo surgió la innovación? La pasarela de pagos, en alianza con la startup de gestión de microahorros personales, Übank, fue la encargada de integrar el sistema para que sus usuarios, en vez de recurrir a transacciones desde su línea de crédito, pudieran usar sus tarjetas de débito para transferir ahorros desde las cuentas corrientes.

Según señala Quevedo, el sistema que permitirá la tokenización del débito “está en producción, listo para ser integrado y usado por otras empresas”.

Por lo mismo, desde la fintech señalan que este hito “será un punto de partida que significará un avance sustancial en la inclusión de la población a servicios digitales. En un futuro cercano, esperamos que esto sea una regla en los métodos de pago de apps y plataformas digitales de servicios”."
7,2020,noticia,negativo,0,.,"El directorio del Club Balthus Vitacura informó que cierra sus operaciones debido al golpe que le ha provocado el nuevo coronavirus y las medidas de confinamiento. De hecho, la empresa pidió la quiebra.

“Las razones de esta lamentable medida tienen su origen en los efectos del covid-19 que nos ha obligado a cerrar estos meses sin recibir ingresos, y sin que exista posibilidad a estas alturas de recuperar las pérdidas que hemos sufrido”, aseguraron.

“Los accionistas recibirán el 80% del monto total adeudado por concepto de indemnizaciones por años de servicio y desahucio. Los accionistas harán este pago una vez el liquidador designado haya rendido su cuenta final”, añaden, en un comunicado replicado por La Tercera.

Según un documento que presentó el abogado de la empresa, Gonzalo Alvarado Schott, y que replica el diario financiero, el complejo mantiene una deuda por más de 2.170 millones de pesos. Entre sus principales acreedores están la Tesorería General y casi 700 clientes.

Explican que en octubre de 2019, producto del estallido social, empezaron los meses negativos. Luego, con la pandemia y las medidas de confinamiento, el club debió cerrar, debilitando aún más la situación de la empresa.
Ingresos mermados

“Naturalmente, como consecuencia de ello nuestros ingresos se desplomaron, reduciéndose en casi la totalidad, lo que nos forzó a acoger a la mayoría de nuestro personal a las normas sobre suspensión laboral”, añade Alvarado.

“De hecho, incluso si abriésemos próximamente, la operación al 50% de la capacidad como se ha propuesto tentativamente para las fases más avanzadas del desconfinamiento, hace imposible cualquier posibilidad de operación rentable ni recuperación”, lamenta.

Además, el contrato por el terreno en el que está ubicado el complejo es de propiedad de la Municipalidad de Vitacura y expira en 2022, por lo que “nos fuerza a evaluar la viabilidad de nuestro negocio con un horizonte máximo de operación”, comenta el abogado de la empresa.

El contrato del terreno para el tiempo posterior a 2022 se lo adjudicó la cadena de gimnasios Youtopia y el grupo inmobiliario Patio.

Jorge Gálmez, que es dueño del Balthus Vitacura, también es dueño del Mall Sport, donde está ubicado otra sede de Balthus, que hasta el momento no ha iniciado ningún proceso concursal."
7,2020,noticia,negativo,0,.,"En Estados Unidos los desempleados ven la llegada de agosto con angustia ya que se terminan subsidios para hacer frente a la crisis provocada por la pandemia, cuando el país enfrenta un aumento de casos y el mercado laboral se tambalea.

Este lunes, el Congreso comenzó a analizar una extensión de la ayuda de 600 dólares adicionales que desde el mes de abril reciben cada semana los desempleados.

Casi cuatro meses después, cuando los despidos suman legiones, 32 millones de personas reciben esta ayuda que les permite “pagar sus cuentas, reembolsar sus créditos, pagar el alquiler y comprar comida”, explicó a Gary Burtless, economista de la Brookings Institution.

Pero esta ayuda caduca el 31 de julio.

En Estados Unidos, el monto y la duración del subsidio por desempleo varían en función de los estados. En Maryland, limítrofe con Washington DC, por ejemplo, esta ayuda se extiende durante seis meses y en Georgia o en Nevada durante tres.

En tanto, el monto varía entre 235 dólares por semana en Misisipi y 823 dólares en Massachusetts.

Estos 600 dólares evitaron que muchos estadounidenses con bajos ingresos cayeran en la pobreza, y a nivel macroeconómico permitieron que el consumo, principal motor de la economía, siguiera funcionando.

“Esto permitió que muchas familias, en particular aquellas que perdieron un trabajo de baja remuneración, pudieran seguir gastando”, agregó.

Las ayudas fueron utilizadas mayoritariamente para comprar comida, pero también para pagar cuentas, según los datos de la Oficina del Censo, que realizó un estudio sobre las consecuencias de la crisis para las familias.
Un debate complicado

Los debates en el Congreso se vislumbran crispados, ya que quienes se oponen a las ayudas afirman que este subsidio desincentiva la búsqueda de empleo, ya que muchos beneficiados tienen ingresos superiores a los que tenían cuando trabajaban.

Las empresas afirman tener dificultades para llenar algunos puestos, advirtió la Reserva Federal en su Libro Beige, una encuesta a los principales agentes de la economía.

Una de las causas fue la entrega de esta ayuda, pero también las inquietudes relacionadas con el virus y las dificultades de los padres, ya que las escuelas están cerradas.

“Si los beneficios son suficientemente altos, algunas personas no van a buscar empleo”, señaló Burtless.

El experto matizó que en este momento hay muchas más personas desesperadas por no encontrar empleo que empleadores exasperados por no poder llenar vacantes.

En este contexto, Burtless apuesta que si el Congreso renueva la ayuda probablemente no sea de 600 dólares y esté en torno a los 200 o 150 dólares mensuales.

Diana Yitbarek, de 44 años, está desempleada desde abril pero no ha conseguido recibir el subsidio ya que perdió el código de acceso a su cuenta.

“Cada vez que llamo, me sale el contestador. He esperado siete u ocho horas o a veces más”, contó. “Esto ha sido así durante casi tres meses y estoy a punto de abandonar”, añadió.

La mujer tiene dificultades para pagar sus cuentas y no consigue un empleo ya que muchos establecimientos siguen cerrados.

En su ciudad, Washington, los centros de empleo están cerrados al público. En otras partes del país donde siguen abiertos, los medios muestran filas enormes, con decenas de personas esperando durante la noche para ser atendidas.

Después de una reapertura inicial considerada prematura, muchas localidades del país se enfrentan a un nuevo cierre de los comercios, los restaurantes y las empresas ante el aumento de los contagios.

En este contexto, muchos expertos temen que haya una nueva ola de despedidos, como la registrada al inicio de la crisis en marzo y abril. "
7,2020,noticia,negativo,0,.,"Los casinos de juegos permanecen cerrados desde que se propagó la pandemia del coronavirus en Chile, algo que ha impactado al empleo y también a los ingresos fiscales que se obtienen a través de los impuestos aplicados a la industria.

En ese contexto, la cadena Enjoy informó en abril a la Comisión para el Mercado Financiero (CMF) que se encontraba realizando todas las reorganizaciones posibles para evitar su quiebra.

Y a causa de la misma crisis, la firma desvinculó a un centenar de ejecutivos en los últimos días, lo que además conllevará a una serie de reajustes de puestos para resguardar su continuidad.

A través de un comunicado citado por diario El Mercurio, Enjoy sostuvo que adecuará su plana ejecutiva “al tamaño del negocio previsto para los próximos períodos”.

En la misma línea, la empresa expresó que tendrán que adaptarse “a una industria distinta a la que se conocía previo a la pandemia”.

En nuestro país Enjoy administra negocios -entre salas de juegos, restoranes y hoteles- en Antofagasta, Chiloé, Coquimbo, Los Ángeles, Pucón, Puerto Varas, San Antonio, Santiago, Villarrica y Viña del Mar.

Además, también tiene paralizadas por tiempo indeterminado sus operaciones en Argentina (Mendoza) y en Uruguay (Punta del Este).

Previo a la pandemia, la compañía tenía un total de 6.600 empleados, de los cuales poco más de mil ocupaban cargos ejecutivos (gerenciales y/o profesionales)."
3,2019,memoria,positivo,1,ccu,"El año que pasó fue especialmente bueno para la Compañía, por lo que me gustaría comenzar agradeciendo a todos nuestros trabajadores, quienes con su dedicación y talento nos permitieron alcanzar metas cada vez más altas, de forma responsable y con un fuerte compromiso con la sustentabilidad. Gracias a ellos, pudimos desplegar con éxito la estrategia trazada, consolidando el 2018 nuestro liderazgo regional como actor multicategoría, con especial foco en cervezas y bebidas no alcohólicas."
3,2020,memoria,neutral,2,ccu,"Las empresas son parte de la sociedad y, por tanto, no están ajenas a esta problemática. Por este motivo, en CCU nos hemos hecho cargo de trabajar con renovada fuerza y convicción para seguir mejorando las condiciones de vida de todas las personas con las que nos relacionamos, promoviendo al mismo tiempo proyectos de inversión que generen valor, empleo y crecimiento sostenible."
3,2020,memoria,positivo,1,ccu,"Las personas son lo más importante para nuestra Compañía. Buscamos desarrollar un ambiente de constante aprendizaje, promoción de los talentos e inclusión de todos los trabajadores. En esta dirección, en Chile, a través de diferentes iniciativas, alcanzamos la meta del 1% de colaboradores con discapacidad y seguimos fomentando la participación de la mujer en nuestros equipos. Además, a contar del 1 de diciembre, fijamos una renta mínima garantizada de 500 mil pesos brutos para todos los trabajadores directos."
3,2018,memoria,positivo,1,ccu,"Una primera dimensión de este concepto es el cuidado del medioambiente, donde es relevante destacar los altos niveles de cumplimiento del plan trazado hace ya ocho años para realizar un trabajo serio y permanente por el cuidado del planeta, a través de la Visión Medioambiental 2020. Si nos propusimos reducir en un 33% el consumo de agua por hectolitro, lo hemos reducido en un 40%, superando nuestra meta. También nos planteamos bajar en 20% la emisión de gases con efecto invernadero, y llegamos a un 22%."
3,2017,memoria,negativo,0,ccu,"En este período experimentamos un entorno externo particularmente difícil, siendo los elementos más significativos la fuerte devaluación del peso argentino, el lento crecimiento económico en todos los países donde operamos, la implementación de la Ley de Etiquetado en Chile y un entorno altamente competitivo en todas nuestras categorías."
3,2017,memoria,positivo,1,ccu,"CON UN CRECIMIENTO DE 3,6%, NUESTROS VOLÚMENES CONSOLIDADOS LLEGARON A UN NUEVO NIVEL MÁXIMO DE 24,8 MILLONES DE HECTÓLITROS. LOS ESFUERZOS DE CRECIMIENTO TAMBIÉN DIERON FRUTOS EN NUESTROS NUEVOS MERCADOS: URUGUAY, PARAGUAY, BOLIVIA Y COLOMBIA, DONDE SEGUIMOS GANANDO ESCALA Y FORTALECIENDO NUESTRA POSICIÓN."
3,2016,memoria,positivo,1,ccu,"Al aumento en volúmenes, cabe agregar que el mencionado plan de eficiencias ha permitido a la compañía generar mejoras en márgenes, con una utilidad y un resultado operacional mayores al año anterior en 1,0% y 13,9%, respectivamente. Al excluir de la base del 2014 el ingreso extraordinario asociado al término anticipado del contrato de Corona en Argentina, nuestra utilidad neta creció en el 2015 en 12,4% y el resultado operacional en 27,3%."
3,2016,memoria,neutral,2,ccu,"Cifras positivas, que no deben complacernos ni detener nuestro espíritu de trabajo por hacer de CCU una compañía regional más importante. Hoy, sin dudas, enfrentamos un reto mayor: somos testigos de una de las más grandes fusiones de la historia de la industria de las cervezas y las gaseosas a nivel global, la que de prosperar dará origen a un actor de enorme incidencia en el mercado internacional, capaz de producir y distribuir más de 700 millones de hectolitros al año, y con presencia en más de 65 países."
3,2015,memoria,positivo,1,ccu,"CCU fue capaz durante el 2014 de aumentar sus volúmenes consolidados en 4,5%, llegando a los 22,9 millones de hectólitros y crecer en participación de mercado en sus principales geografías y categorías. En Chile los volúmenes fueron 4,1% más altos, con las principales categorías mostrando crecimiento positivo y mejorando su participación, todo lo anterior en un dinámico ambiente competitivo. El Segmento de operación Río de la Plata, que agrupa las operaciones de Argentina, Uruguay y Paraguay, logró mostrar un crecimiento de 6,0% en volúmenes, impulsado particularmente por la incorporación de la operación en Paraguay. Finalmente, el Segmento de operación Vinos mostró un crecimiento de 2,5% en volúmenes, consolidando su liderazgo en participación de mercado en valor en Chile."
3,2014,memoria,neutral,2,ccu,"Sin duda el entorno competitivo que se ha desarrollado en el negocio cervecero - que es nuestro principal negocio- nos demanda ser más creativos a fin de mostrar de mejor manera la calidad de nuestros productos, tanto en Chile como en Latinoamérica, y a eso estamos abocados, por cuanto nos motiva consolidar la participación de mercado que ostentamos en nuestro país, y aspiramos a llevarla fuera de Chile."
3,2013,memoria,positivo,1,ccu,"Todos los segmentos en Chile contribuyeron al crecimiento en los volúmenes, las Bebidas no alcohólicas aumentaron 16,5%, Licores crecieron 15,7%, Vinos aumentaron 5,3% y los volúmenes de Cervezas en Chile crecieron 1,1%. En Argentina, los volúmenes fueron 1,6% menores, sin embargo nuestras cervezas en el mercado doméstico crecieron 0,8% respecto a 2011. "
4,2019,memoria,negativo,0,parque arauco,"Somos conscientes de que los desafíos que atravesamos nos presentan un momento de mucha complejidad en Chile y en el mundo, este contexto solo nos compromete a concentrar todo nuestro esfuerzo y capacidad para trabajar unidos y con determinación encontrando caminos que nos permitan avanzar como país y como sociedad de forma solidaria y responsable"
4,2018,memoria,positivo,1,parque arauco,"En esta misma dirección, hemos avanzado en la conversión de espacios para fortalecer las categorías de entretenimiento, cultura y gastronomía en nuestros centros comerciales. Queremos ser referentes en el desarrollo de lugares de encuentro únicos en su estilo, como lo es nuestro Bazar Gourmet, inaugurado con éxito en 2018 en Parque Arauco Kennedy. Asimismo, reflejo de nuestro trabajo y enfoque en este tema, en el estudio Mall Track que mide la satisfacción y experiencia de clientes, recibimos entre otros reconocimientos, una distinción en la categoría “Centro comercial con mejor entretenimiento de Bogotá” por nuestro espacio gastronómico Social de Parque La Colina en Colombia."
4,2017,memoria,positivo,1,parque arauco,"En los últimos cinco años los ingresos consolidados se han casi duplicado. Específicamente, el incremento consolidado del 2017 alcanzó un 14%. Estas cifras positivas también se reflejan en el incremento consolidado de las ventas de nuestros locatarios que durante el mismo ejercicio crecieron 13%. Otro hito significativo fue el inicio de la nueva etapa de expansión en nuestro icónico centro comercial Parque Arauco Kennedy, en Chile, en donde se proyecta el primer Hotel Hilton by Hilton del país, así como un gran centro de convenciones y la expansión del espacio de retail del centro comercial"
4,2016,memoria,positivo,1,parque arauco,"Estamos satisfechos de lo logrado en los últimos años y particularmente en el período 2016, que es fruto de la preferencia de nuestros clientes, del compromiso de nuestros locatarios, del constante trabajo de nuestro equipo, de la responsabilidad con la que actuamos en todos los mercados en los que operamos y de la confianza del mercado y, sobre todo, de ustedes, nuestros accionistas. "
4,2015,memoria,negativo,0,parque arauco,"El año 2015 registró un desafiante escenario externo, con una reducción del crecimiento mundial. En América Latina, la situación no fue distinta, y el crecimiento se ajustó a la baja de manera transversal, afectado por los menores precios de las materias primas, lo que ha generado un importante déficit fiscal. Adicionalmente, las continuas devaluaciones de las monedas latinoamericanas han generado presiones inflacionarias y han reducido el espacio de acción de realizar política monetaria. Los países de la región andina en los que Parque Arauco tiene negocios han experimentado una dinámica similar, con un ajuste a la baja en sus expectativas de crecimiento y una importante depreciación de sus monedas."
4,2014,memoria,positivo,1,parque arauco,"Durante el año logramos importantes reconocimientos. Mall Arauco Quilicura se convirtió en el primer centro comercial en Chile en lograr la Certificación LEED (Leadership in Energy and Environmental Design), otorgada por la organización Green Building Certification Institute, por tener procesos de construcción y operación sustentables y en armonía con el medio ambiente. Por otro lado, fuimos una de las cuatro marcas que en 2014 se incorporó al Branding Hall of Fame Chile, que agrupa a las cuarenta marcas más relevantes de Chile. Finalmente, la revista LatinFinance nos reconoció como la empresa mejor administrada de la Región Andina, “Best Managed Andean Corporate 2014”, por nuestro ambicioso plan de crecimiento, sólida estrategia financiera, constante innovación y por las mejoras implementadas en materia de transparencia."
4,2013,memoria,positivo,1,parque arauco,"En 2014 continuaremos brindando una excelente y variada oferta en productos, servicios y entretención orientados al mayor bienestar de nuestros clientes. En Chile inauguraremos dos premium outlet malls y tres nuevos strip centers. Finalizaremos la expansión de Plaza El Roble en Chillán y expandiremos el Distrito de Lujo en Parque Arauco Kennedy. En Perú, junto a nuestro socio Grupo Wiese, continuaremos desarrollando los formatos MegaPlaza. "
3,2019,memoria,negativo,0,carozzi,"Precisamente esta fortaleza cultural fue esencial para enfrentar un ejercicio difícil, en que vivimos momentos duros y tristes que pusieron a prueba nuestra tolerancia como ciudadanos y el respeto por las ideas de los otros. Fue un año en que fuimos testigos de episodios de violencia, de destrozos de bienes y servicios públicos que afectaron principalmente a sectores vulnerables, y en que nos enfrentamos a un escenario inesperado y complejo que nos duele, porque nos habla de un país que no queremos y que no nos gusta."
3,2018,memoria,positivo,1,carozzi,"En esa línea, nuestro ambicioso proyecto Optimus para automatizar el Centro de Distribución de Nos, ha sido diseñado para brindar un mejor servicio a nuestros clientes, además de mejorar la eficiencia y la productividad de nuestras operaciones. Esto lo convierte en el centro automatizado más grande de Sudamérica. En 2018 concluimos la primera fase de automatización y estamos avanzando en la segunda etapa, consistente en la construcción de un almacén automático de alta densidad que estará listo en el segundo semestre de 2019, con una inversión total de USD 40 millones"
3,2017,memoria,negativo,0,carozzi,"En este tiempo vimos con preocupación cómo Chile abandonó la senda del crecimiento y del desarrollo que nos permitió vislumbrar la meta de derrotar la pobreza como algo factible de alcanzar en pocos años más. Me apena ver que hemos transitado hacia el desencanto con la política y las instituciones de todo tipo, que son la base que conforman el tejido social de nuestro país. Frente a un nuevo ciclo político, a partir de las elecciones de diciembre pasado, nos surge la esperanza de poder trabajar en un país en el que sintamos que todos somos respetados y escuchados, donde las reglas del juego sean estables para poder generar más desarrollo para Chile y su gente. "
3,2016,memoria,positivo,1,carozzi,"Pero con mucha satisfacción puedo decir que, gracias al compromiso y al esfuerzo realizado por nuestros colaboradores, se logró compensar parcialmente estos efectos con un crecimiento en nuestros ingresos anuales que alcanzó el 7,4%, y los buenos resultados obtenidos durante el segundo semestre del año nos permiten mirar con optimismo el desempeño de nuestra Compañía en el futuro. Y es aquí donde se prueba nuestro temple, porque a pesar de todo lo anterior, con una mirada de largo plazo, en Carozzi nos resistimos a creer que nuestro país no es un lugar confiable para invertir."
3,2015,memoria,negativo,0,carozzi,"Nos preocupa que el Gobierno haya desoído la opinión de los gremios y los especialistas en estas distintas materias, optando por llevar adelante sus reformas ideológicamente, sin tomar en cuenta el grado de rechazo que ellas han generado en la población. Las reformas tributaria y laboral han creado un clima adverso a la inversión e incertidumbres que le han hecho mucho daño a nuestra economía. La Ley de Etiquetado de Alimentos, por su parte, sólo ha generado costos, deteriorando la productividad, afectando el comercio exterior y demonizando a los alimentos. El consumidor, que debió ser el gran beneficiado, recibe una ley que no lo educa y que no le permite elegir correctamente. "
3,2014,memoria,negativo,0,carozzi,"Adicionalmente, escándalos financieros, acusaciones de colusión o abusos empresariales, tráfico de influencias y una serie de denuncias de malas prácticas fueron generando una dramática pérdida de confianza en el empresariado, que terminó arrastrando a la ya alicaída credibilidad de los partidos políticos y del propio Gobierno, sumado a otras instituciones, como la Iglesia e incluso el Poder Judicial. Todo lo anterior derivó, naturalmente, en una crisis de credibilidad de la ciudadanía en nuestras instituciones, lo que se fue reflejando rápidamente en las encuestas de opinión pública, sin que los actores políticos, gubernamentales, empresariales o eclesiásticos tuvieran capacidad de reacción al respecto. "
3,2013,memoria,positivo,1,carozzi,"Sin restarle importancia al desempeño financiero, uno de los logros que más nos llena de orgullo del 2013, son los distintos reconocimientos que recibimos por parte de terceros. Ellos son el mejor reflejo de que estamos bien encaminados hacia nuestra meta de ser la empresa de consumo masivo más respetada y valorada de Latinoamérica y que se reconoce el trabajo y la dedicación de cada uno de los más de diez mil colaboradores de nuestra empresa. "
3,2019,Memoria,negativo,0,cmpc,"Sin embargo, este proceso virtuoso de visibilización y respuesta a preocupaciones legítimas de la sociedad chilena se ha visto opacado por un inusitado nivel de violencia, cuyos destrozos están a la vista en muchas ciudades del país y han impactado fuertemente en la actividad económica y el empleo de calidad. Lo hemos señalado en diversas oportunidades, a propósito de los atentados a nuestras operaciones en la zona sur del país, y lo repetimos ahora: la violencia no conduce a nada, solo engendra más violencia. El diálogo y la convivencia constituyen los únicos caminos factibles para seguir avanzando en el necesario proceso al desarrollo y mejor calidad de vida para todas las personas."
3,2018,memoria,positivo,1,cmpc,"La creciente demanda por productos provenientes de fuentes renovables y amigables con el medio ambiente nos hace estar optimistas frente al futuro. Es evidente que la madera y la fibra originada en plantaciones renovables y certificadas constituyen la mejor respuesta para dichos requerimientos. A estos atributos se suman beneficios naturales de las plantaciones, como la captura de carbono, o aquellos derivados de nuestra operación, como es la generación de oportunidades de trabajo y desarrollo para las comunidades de los lugares donde operamos. Consecuente con lo anterior, Empresas CMPC ha implementado en los últimos años un intenso programa de difusión de las ventajas y oportunidades que ofrece la industria forestal, incluyendo la renovación de nuestra imagen corporativa a inicios de 2018."
3,2017,memoria,positivo,1,cmpc,"Somos una empresa que continúa creciendo y buscan - do oportunidades para el desarrollo de sus negocios, pero conscientes de la necesidad de innovar, generar alianzas, crear nuevos nichos e implementar nuevas soluciones para los desafíos que el mundo nos impone. Confiamos en que el ciclo político que se inicia, no sólo a partir del cambio de gobierno en Chile, sino también por la incorporación de nuevos representantes en el Parlamento, permita alcanzar renovados espacios de consensos para en - frentar los desafíos de un país que espera con optimismo su salto al desarrollo. Acompaña a lo anterior una favora - ble perspectiva económica global, que no sólo redundará en mejores condiciones para Chile, sino para el conjunto de las economías donde CMPC mantiene operaciones productivas y comerciales."
